,Socket,Foundry,Process Size: ,Transistors,Die Size,Package,tJMax,Market,Production Status,Release Date,Part#,Frequency,Turbo Clock,Base Clock,Multiplier,Multiplier Unlocked,TDP,Codename,Generation,Memory Support,LPDDR4x Speed,Rated Speed,Memory Bus,ECC Memory,PCI-Express,# of Cores,# of Threads,SMP # CPUs: ,Integrated Graphics,Cache L1,Cache L2,Cache L3,LPDDR5 Speed,P-Core Base,E-Core Frequency,Configurable TDP,LPDDR5x Speed,Hybrid Cores,I/O Process Size,I/O Die Size,XDNA NPU,PPT,3D V-Cache,E-Core L1,E-Core L2,Chipset,Launch Price,DDR4 Speed,SoC Tile Process,I/O Tile Process,Graphics Tile Process,LP E-Core Boost,AI Boost NPU,Maximum Power,Secondary PCIe,LP E-Cores,Tertiary PCIe,Minimum Power,PL1,PL2,DDR5 Speed,PCH PCIe,Min. Assured Freq.,Max. Assured Freq.,tCaseMax,P-Core Boost 3.0,PL2 Tau Limit,Chipsets,Retail Availability,Bundled Cooler,E-Core L3,Maximum Memory,AI Boost NPU 4,Max Power,Packaged Memory,Memory Capacity,Cache L0-D,TDP-up Frequency,All-Core Turbo,Configurable TDP-up,Boost 3.0,TDP-down Frequency,Configurable TDP-down,LPDDR4 Speed,Base Die Process,Base Die Transistors,Base Die Size,All Core Turbo,Bus Speed,TDP-Down Freq.,LPDDR3 Speed,TDP-Down Frequency,MSRP,TDP Range,eDRAM Process Size,eDRAM Die Size,Cache L4,TDP-Up Freq.,TDP-down,Radeon Graphics Die Size,Dedicated Graphics,DDR3L Speed,DMI Bus Speed,Voltage,Core Pipeline,Announcement
45,Intel BGA 2049,Intel,7 nm,,,FC-BGA,110°C,Mobile,Active,"Dec 14th, 2023",SRN6F,1500 MHz,up to 4.2 GHz,100 MHz,15.0x,No,15 W,Meteor Lake,Ultra 5,DDR5,,5600 MT/s,Dual-channel,No,"Gen 4, 12 Lanes",8,10,1,Arc Xe-LPG 48EU,112 KB (per core),2 MB (per core),10 MB (shared),,,1000 MHz,,7467 MT/s,P-Cores: 2,,,,,,96 KB (per core),2 MB (per module),,,,TSMC N6,TSMC N6,TSMC N5,2.1 GHz,1.4 GHz,57 W,"Gen 4, 8 Lanes",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Intel BGA 2049,Intel,7 nm,,,FC-BGA,110°C,Mobile,Active,"Dec 14th, 2023",SRMZ4,3.6 GHz,up to 4.5 GHz,100 MHz,36.0x,No,28 W,Meteor Lake,Ultra 5,DDR5,,5600 MT/s,Dual-channel,No,Gen 5,14,18,1,Arc Xe-LPG 96EU,112 KB (per core),2 MB (per core),18 MB (shared),,,2.3 GHz,,7467 MT/s,P-Cores: 4,,,,,,96 KB (per core),2 MB (per module),,$375,,TSMC N6,TSMC N6,TSMC N5,2.5 GHz,1.4 GHz,115 W,"Gen 4, 3x4 Lanes",2,"Gen 4, 8 Lanes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Intel BGA 2049,Intel,7 nm,,,FC-BGA,110°C,Mobile,Active,"Dec 14th, 2023",SRN6E,1300 MHz,up to 4.3 GHz,100 MHz,13.0x,No,15 W,Meteor Lake,Ultra 5,DDR5,,5600 MT/s,Dual-channel,No,"Gen 4, 12 Lanes",12,14,1,Arc Xe-LPG 64EU,112 KB (per core),2 MB (per core),12 MB (shared),,,800 MHz,,7467 MT/s,P-Cores: 2,,,,,,96 KB (per core),2 MB (per module),,$363,,TSMC N6,TSMC N6,TSMC N5,2.1 GHz,1.4 GHz,57 W,"Gen 4, 8 Lanes",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Intel BGA 2551,Intel,7 nm,,,FC-BGA,110°C,Mobile,Active,"Dec 14th, 2023",SRN84,700 MHz,up to 4.4 GHz,100 MHz,7.0x,No,9 W,Meteor Lake,Ultra 5,DDR5,,,Dual-channel,No,"Gen 4, 8 Lanes",12,14,1,Arc Xe-LPG 64EU,112 KB (per core),2 MB (per core),12 MB (shared),,,500 MHz,,6400 MT/s,P-Cores: 2,,,,,,96 KB (per core),2 MB (per module),,$332,,TSMC N6,TSMC N6,TSMC N5,2.1 GHz,1.4 GHz,30 W,"Gen 3, 4 Lanes",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Intel BGA 2049,Intel,7 nm,,,FC-BGA,110°C,Mobile,Active,"Dec 14th, 2023",SRMZ0,3.6 GHz,up to 4.6 GHz,100 MHz,36.0x,No,28 W,Meteor Lake,Ultra 5,DDR5,,5600 MT/s,Dual-channel,No,"Gen 5, 8 Lanes",14,18,1,Arc Xe-LPG 96EU,112 KB (per core),2 MB (per core),18 MB (shared),,,2.3 GHz,,7467 MT/s,P-Cores: 4,,,,,,96 KB (per core),2 MB (per module),,$342,,TSMC N6,TSMC N6,TSMC N5,2.5 GHz,1.4 GHz,115 W,"Gen 4, 3x4 Lanes",2,"Gen 4, 8 Lanes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Intel BGA 2049,Intel,7 nm,,,FC-BGA,110°C,Mobile,Active,"Dec 14th, 2023",SRN6C,1600 MHz,up to 4.4 GHz,100 MHz,16.0x,No,15 W,Meteor Lake,Ultra 5,DDR5,,5600 MT/s,Dual-channel,No,"Gen 4, 12 Lanes",12,14,1,Arc Xe-LPG 64EU,112 KB (per core),2 MB (per core),12 MB (shared),,,1100 MHz,,7467 MT/s,P-Cores: 2,,,,,,96 KB (per core),2 MB (per module),,$332,,TSMC N6,TSMC N6,TSMC N5,2.1 GHz,1.4 GHz,57 W,"Gen 4, 8 Lanes",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Intel BGA 2049,Intel,7 nm,,,FC-BGA,110°C,Mobile,Active,"Dec 14th, 2023",SRMZ1,3.8 GHz,up to 4.8 GHz,100 MHz,38.0x,No,28 W,Meteor Lake,Ultra 7,DDR5,,5600 MT/s,Dual-channel,No,"Gen 5, 8 Lanes",16,22,1,Arc Xe-LPG 128EU,112 KB (per core),2 MB (per core),24 MB (shared),,,1800 MHz,,7467 MT/s,P-Cores: 6,,,,,,96 KB (per core),2 MB (per module),,$503,,TSMC N6,TSMC N6,TSMC N5,2.5 GHz,1.4 GHz,115 W,"Gen 4, 3x4 Lanes",2,"Gen 4, 8 Lanes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Intel BGA 2049,Intel,7 nm,,,FC-BGA,110°C,Mobile,Active,"Dec 14th, 2023",SRN6B,1700 MHz,up to 4.8 GHz,100 MHz,17.0x,No,15 W,Meteor Lake,Ultra 7,DDR5,,5600 MT/s,Dual-channel,No,"Gen 4, 12 Lanes",12,14,1,Arc Xe-LPG 64EU,112 KB (per core),2 MB (per core),12 MB (shared),,,1200 MHz,,7467 MT/s,P-Cores: 2,,,,,,96 KB (per core),2 MB (per module),,$490,,TSMC N6,TSMC N6,TSMC N5,2.1 GHz,1.4 GHz,57 W,"Gen 4, 8 Lanes",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Intel BGA 2551,Intel,7 nm,,,FC-BGA,110°C,Mobile,Active,"Dec 14th, 2023",SRN85,1100 MHz,up to 4.8 GHz,100 MHz,11.0x,No,9 W,Meteor Lake,Ultra 7,DDR5,,,Dual-channel,No,"Gen 4, 8 Lanes",12,14,1,Arc Xe-LPG 64EU,112 KB (per core),2 MB (per core),12 MB (shared),,,700 MHz,,6400 MT/s,P-Cores: 2,,,,,,96 KB (per core),2 MB (per module),,$448,,TSMC N6,TSMC N6,TSMC N5,2.1 GHz,1.4 GHz,30 W,"Gen 3, 4 Lanes",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Intel BGA 2049,Intel,7 nm,,,FC-BGA,110°C,Mobile,Active,"Dec 14th, 2023",SRMZ3,3.8 GHz,up to 5 GHz,100 MHz,38.0x,No,28 W,Meteor Lake,Ultra 7,DDR5,,5600 MT/s,Dual-channel,No,"Gen 5, 8 Lanes",16,22,1,Arc Xe-LPG 128EU,112 KB (per core),2 MB (per core),24 MB (shared),,,1800 MHz,,7467 MT/s,P-Cores: 6,,,,,,96 KB (per core),2 MB (per module),,$460,,TSMC N6,TSMC N6,TSMC N5,2.5 GHz,1.4 GHz,115 W,"Gen 4, 3x4 Lanes",2,"Gen 4, 8 Lanes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Intel BGA 2049,Intel,7 nm,,,FC-BGA,110°C,Mobile,Active,"Dec 14th, 2023",SRN6D,1700 MHz,up to 4.9 GHz,100 MHz,17.0x,No,15 W,Meteor Lake,Ultra 7,DDR5,,5600 MT/s,Dual-channel,No,"Gen 4, 12 Lanes",12,14,1,Arc Xe-LPG 64EU,112 KB (per core),2 MB (per core),12 MB (shared),,,1200 MHz,,7467 MT/s,P-Cores: 2,,,,,,96 KB (per core),2 MB (per module),,$448,,TSMC N6,TSMC N6,TSMC N5,2.1 GHz,1.4 GHz,57 W,"Gen 4, 8 Lanes",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Intel BGA 2049,Intel,7 nm,,,FC-BGA18X,110°C,Mobile,Active,"Dec 14th, 2023",SRN23,3.9 GHz,up to 5.1 GHz,100 MHz,39.0x,No,45 W,Meteor Lake,Ultra 9,DDR5,,5600 MT/s,Dual-channel,No,"Gen 5, 8 Lanes",16,22,1,Arc Xe-LPG Graphics 128EU,112 KB (per core),2 MB (per core),24 MB (shared),,,1900 MHz,,7467 MT/s,P-Cores: 6,,,,,,96 KB (per core),2 MB (per module),,$640,,TSMC N6,TSMC N6,TSMC N5,2.5 GHz,1.4 GHz,115 W,"Gen 4, 3x4 Lanes",2,"Gen 4, 8 Lanes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,Active,"Jan 4th, 2023",SRMLT,1600 MHz,up to 4.5 GHz,100 MHz,16.0x,No,15 W,Raptor Lake-U,Core i3,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 4, 8 Lanes",5,6,1,UHD Graphics 64EU,80 KB (per core),1.25 MB (per core),10 MB (shared),5200 MT/s,,1200 MHz,,,P-Cores: 1,,,,,,96 KB (per core),4 MB (per module),,$309,3200 MT/s,,,,,,,,,,12 W,15 W,55 W,5200 MT/s,"Gen 3, 12 Lanes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,Active,"Jan 4th, 2023",SRMLV,1200 MHz,up to 4.5 GHz,100 MHz,12.0x,No,15 W,Raptor Lake-U,Core i3,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 4, 8 Lanes",6,8,1,UHD Graphics 64EU,80 KB (per core),1.25 MB (per core),10 MB (shared),5200 MT/s,,900 MHz,,,P-Cores: 2,,,,,,96 KB (per core),4 MB (per module),,$309,3200 MT/s,,,,,,,,,,,15 W,55 W,5200 MT/s,"Gen 3, 12 Lanes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,Active,"Jan 4th, 2023",unknown,1200 MHz,up to 4.5 GHz,100 MHz,12.0x,No,15 W,Raptor Lake-U,Core i3,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 4, 8 Lanes",6,8,1,UHD Graphics 64EU,80 KB (per core),1.25 MB (per core),10 MB (shared),6400 MT/s,,900 MHz,,,P-Cores: 2,,,,,,96 KB (per core),4 MB (per module),,,3200 MT/s,,,,,,28 W,,,,12 W,15 W,55 W,5200 MT/s,"Gen 3, 12 Lanes",800 MHz,2.5 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Intel BGA 1264,Intel,10 nm,,,FC-BGA16F,105°C,Mobile,Active,"Jan 3rd, 2023",SRMDS,100 MHz,up to 3.7 GHz,100 MHz,1.0x,No,7 W,Gracemont,Core i3,"DDR4, DDR5",,4800 MT/s,Single-channel,No,"Gen 3, 9 Lanes",8,8,1,UHD Graphics 770,96 KB (per core),2 MB (per module),6 MB (shared),4800 MT/s,,,,,,,,,,,,,,$309,3200 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Intel BGA 1264,Intel,10 nm,,,FC-BGA16F,105°C,Mobile,Active,"Jan 3rd, 2023",SRMDQ,100 MHz,up to 3.8 GHz,100 MHz,1.0x,No,15 W,Gracemont,Core i3,"DDR4, DDR5",,4800 MT/s,Single-channel,No,"Gen 3, 9 Lanes",8,8,1,UHD Graphics 770,96 KB (per core),2 MB (per module),6 MB (shared),4800 MT/s,,,9 W,,,,,,,,,,,$309,3200 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,Active,"Jan 4th, 2023",SRML5,1300 MHz,up to 4.6 GHz,100 MHz,13.0x,No,15 W,Raptor Lake-U,Core i5,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 4, 8 Lanes",10,12,1,Iris Xe Graphics 80EU,80 KB (per core),1.25 MB (per core),12 MB (shared),5200 MT/s,,900 MHz,,,P-Cores: 2,,,,,,96 KB (per core),4 MB (per module),,$340,3200 MT/s,,,,,,,,,,,15 W,55 W,5200 MT/s,"Gen 3, 12 Lanes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,Active,"Jan 4th, 2023",SRMEX,1300 MHz,up to 4.6 GHz,100 MHz,13.0x,No,15 W,Raptor Lake-U,Core i5,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 4, 8 Lanes",10,12,1,Iris Xe Graphics 80EU,80 KB (per core),1.25 MB (per core),12 MB (shared),6400 MT/s,,900 MHz,,,P-Cores: 2,,,,,,96 KB (per core),4 MB (per module),,$340,3200 MT/s,,,,,,,,,,12 W,15 W,55 W,5200 MT/s,"Gen 3, 12 Lanes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,Active,"Jan 4th, 2023",unknown,1300 MHz,up to 4.5 GHz,100 MHz,13.0x,No,15 W,Raptor Lake-U,Core i5,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 4, 8 Lanes",10,12,1,Iris Xe Graphics 80EU,80 KB (per core),1.25 MB (per core),12 MB (shared),6400 MT/s,,900 MHz,,,P-Cores: 2,,,,,,96 KB (per core),4 MB (per module),,,3200 MT/s,,,,,,28 W,,,,12 W,15 W,55 W,5200 MT/s,"Gen 3, 12 Lanes",800 MHz,2.5 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,Active,"Jan 4th, 2023",SRMJ7,1900 MHz,up to 4.6 GHz,100 MHz,19.0x,No,28 W,Raptor Lake-P,Core i5,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 4, 20 Lanes",12,16,1,Iris Xe Graphics 80EU,80 KB (per core),2 MB (per core),12 MB (shared),6400 MT/s,,1900 MHz,,,P-Cores: 4,,,,,,96 KB (per core),4 MB (per module),,$353,3200 MT/s,,,,,,,,,,20 W,28 W,64 W,5200 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,Active,"Jan 4th, 2023",SRMHX,2.1 GHz,up to 4.6 GHz,100 MHz,21.0x,No,45 W,Raptor Lake-H,Core i5,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 5, 8 Lanes",8,12,1,Iris Xe Graphics 80EU,80 KB (per core),2 MB (per core),12 MB (shared),5200 MT/s,,1500 MHz,,,P-Cores: 4,,,,,,96 KB (per core),4 MB (per module),,,3200 MT/s,,,,,,,"Gen 4, 8 Lanes",,,35 W,45 W,95 W,5200 MT/s,"Gen 3, 12 Lanes",,,72°C,4.7 GHz,28 seconds,"WM790, HM770",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Intel BGA 1964,Intel,10 nm,,257 mm²,FC-BGA16F,100°C,Mobile,Active,"Jan 4th, 2023",SRME8,2.4 GHz,up to 4.6 GHz,100 MHz,24.0x,Yes,55 W,Raptor Lake-HX,Core i5,"DDR4, DDR5",,,Dual-channel,Yes,"Gen 5, 20 Lanes",10,16,1,UHD Graphics 710,80 KB (per core),2 MB (per core),20 MB (shared),,,1800 MHz,,,P-Cores: 6,,,,,,96 KB (per core),4 MB (per module),,$326,3200 MT/s,,,,,,,,,,45 W,55 W,157 W,4800 MT/s,,,,72°C,4.6 GHz,28 seconds,"WM790, HM770",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,Active,"Jan 4th, 2023",SRMLZ,1600 MHz,up to 4.7 GHz,100 MHz,16.0x,No,15 W,Raptor Lake-U,Core i5,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 4, 8 Lanes",10,12,1,Iris Xe Graphics 80EU,80 KB (per core),1.25 MB (per core),12 MB (shared),6400 MT/s,,1200 MHz,,,P-Cores: 2,,,,,,96 KB (per core),4 MB (per module),,$309,3200 MT/s,,,,,,,,,,12 W,15 W,55 W,5200 MT/s,"Gen 3, 12 Lanes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,Active,"Jan 4th, 2023",unknown,1400 MHz,up to 4.6 GHz,100 MHz,14.0x,No,15 W,Raptor Lake-U,Core i5,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 4, 8 Lanes",10,12,1,Iris Xe Graphics 80EU,80 KB (per core),1.25 MB (per core),12 MB (shared),6400 MT/s,,1200 MHz,,,P-Cores: 2,,,,,,96 KB (per core),4 MB (per module),,,3200 MT/s,,,,,,28 W,,,,12 W,15 W,55 W,5200 MT/s,"Gen 3, 12 Lanes",1000 MHz,2.5 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,Active,"Jan 4th, 2023",SRMLG,2.6 GHz,up to 4.7 GHz,100 MHz,26.0x,No,45 W,Raptor Lake-H,Core i5,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 5, 8 Lanes",12,16,1,Iris Xe Graphics 80EU,80 KB (per core),2 MB (per core),18 MB (shared),6400 MT/s,,1900 MHz,,,P-Cores: 4,,,,,,96 KB (per core),4 MB (per module),,,3200 MT/s,,,,,,,"Gen 4, 8 Lanes",,,35 W,45 W,95 W,5200 MT/s,"Gen 3, 12 Lanes",,,72°C,4.7 GHz,28 seconds,"WM790, HM770",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Intel BGA 1964,Intel,10 nm,,257 mm²,FC-BGA16F,100°C,Mobile,Active,"Jan 4th, 2023",SRME7,2.5 GHz,up to 4.7 GHz,100 MHz,25.0x,Yes,55 W,Raptor Lake-HX,Core i5,"DDR4, DDR5",,,Dual-channel,Yes,"Gen 5, 20 Lanes",14,20,1,UHD Graphics 710,80 KB (per core),2 MB (per core),24 MB (shared),,,1800 MHz,,,P-Cores: 6,,,,,,96 KB (per core),4 MB (per module),,$326,3200 MT/s,,,,,,,,,,45 W,55 W,157 W,4800 MT/s,,,,72°C,4.7 GHz,28 seconds,"WM790, HM770",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,Active,"Jan 4th, 2023",SRMHW,2.6 GHz,up to 4.7 GHz,100 MHz,26.0x,No,45 W,Raptor Lake-H,Core i5,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 5, 8 Lanes",12,16,1,Iris Xe Graphics 80EU,80 KB (per core),2 MB (per core),18 MB (shared),6400 MT/s,,1900 MHz,,,P-Cores: 4,,,,,,96 KB (per core),4 MB (per module),,$342,3200 MT/s,,,,,,,"Gen 4, 8 Lanes",,,35 W,45 W,95 W,5200 MT/s,"Gen 3, 12 Lanes",,,72°C,4.7 GHz,28 seconds,"WM790, HM770",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,Active,"Jan 4th, 2023",SRMJ5,1900 MHz,up to 4.7 GHz,100 MHz,19.0x,No,28 W,Raptor Lake-P,Core i5,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 4, 20 Lanes",12,16,1,Iris Xe Graphics 80EU,80 KB (per core),2 MB (per core),12 MB (shared),6400 MT/s,,1900 MHz,,,P-Cores: 4,,,,,,96 KB (per core),4 MB (per module),,$320,3200 MT/s,,,,,,,,,,20 W,28 W,64 W,5200 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,Active,"Jan 4th, 2023",SRMHZ,2.8 GHz,up to 4.8 GHz,100 MHz,28.0x,No,45 W,Raptor Lake-H,Core i5,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 5, 8 Lanes",12,16,1,Iris Xe Graphics 80EU,80 KB (per core),2 MB (per core),18 MB (shared),6400 MT/s,,2.1 GHz,,,P-Cores: 4,,,,,,96 KB (per core),4 MB (per module),,$311,3200 MT/s,,,,,,,"Gen 4, 8 Lanes",,,35 W,45 W,95 W,5200 MT/s,"Gen 3, 12 Lanes",,,72°C,4.8 GHz,28 seconds,"WM790, HM770",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Intel BGA 1964,Intel,10 nm,,257 mm²,FC-BGA16F,100°C,Mobile,Active,"Jan 4th, 2023",SRME6,2.6 GHz,up to 4.8 GHz,100 MHz,26.0x,Yes,55 W,Raptor Lake-HX,Core i5,"DDR4, DDR5",,,Dual-channel,Yes,"Gen 5, 20 Lanes",14,20,1,UHD Graphics 770,80 KB (per core),2 MB (per core),24 MB (shared),,,1900 MHz,,,P-Cores: 6,,,,,,96 KB (per core),4 MB (per module),,$284,3200 MT/s,,,,,,,,,,45 W,55 W,157 W,4800 MT/s,,,,72°C,4.8 GHz,28 seconds,"WM790, HM770",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,Active,"Jan 4th, 2023",SRMLY,1700 MHz,up to 5 GHz,100 MHz,17.0x,No,15 W,Raptor Lake-U,Core i7,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 4, 8 Lanes",10,12,1,Iris Xe Graphics 96EU,80 KB (per core),1.25 MB (per core),12 MB (shared),6400 MT/s,,1200 MHz,,,P-Cores: 2,,,,,,96 KB (per core),4 MB (per module),,$469,3200 MT/s,,,,,,,,,,12 W,15 W,55 W,5200 MT/s,"Gen 3, 12 Lanes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,Active,"Jan 4th, 2023",SRMJ8,2.2 GHz,up to 5 GHz,100 MHz,22.0x,No,28 W,Raptor Lake-P,Core i7,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 4, 20 Lanes",12,16,1,Iris Xe Graphics 96EU,80 KB (per core),2 MB (per core),18 MB (shared),6400 MT/s,,1600 MHz,,,P-Cores: 4,,,,,,96 KB (per core),4 MB (per module),,$480,3200 MT/s,,,,,,,,,,20 W,28 W,64 W,5200 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,Active,"Jan 4th, 2023",SRMJ0,2.4 GHz,up to 4.9 GHz,100 MHz,24.0x,No,45 W,Raptor Lake-H,Core i7,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 5, 8 Lanes",10,16,1,UHD Graphics 770,80 KB (per core),2 MB (per core),24 MB (shared),6400 MT/s,,1800 MHz,,,P-Cores: 6,,,,,,96 KB (per core),4 MB (per module),,$502,3200 MT/s,,,,,,,"Gen 4, 8 Lanes",,,35 W,45 W,115 W,5200 MT/s,"Gen 3, 12 Lanes",,,72°C,5.0 GHz,28 seconds,"WM790, HM770",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Intel BGA 1964,Intel,10 nm,,257 mm²,FC-BGA16F,100°C,Mobile,Active,"Jan 4th, 2023",SRMED,2.6 GHz,up to 4.9 GHz,100 MHz,26.0x,Yes,55 W,Raptor Lake-HX,Core i7,"DDR4, DDR5",,,Dual-channel,Yes,"Gen 5, 20 Lanes",14,20,1,UHD Graphics 710,80 KB (per core),2 MB (per core),24 MB (shared),,,1900 MHz,,,P-Cores: 6,,,,,,96 KB (per core),4 MB (per module),,$485,3200 MT/s,,,,,,,,,,45 W,55 W,157 W,4800 MT/s,,,,72°C,4.9 GHz,28 seconds,"WM790, HM770",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,Active,"Jan 4th, 2023",SRMM0,1800 MHz,up to 5.2 GHz,100 MHz,18.0x,No,15 W,Raptor Lake-U,Core i7,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 4, 8 Lanes",10,12,1,Iris Xe Graphics 96EU,80 KB (per core),1.25 MB (per core),12 MB (shared),6400 MT/s,,1300 MHz,,,P-Cores: 2,,,,,,96 KB (per core),4 MB (per module),,$426,3200 MT/s,,,,,,,,,,12 W,15 W,55 W,5200 MT/s,"Gen 3, 12 Lanes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,Active,"Jan 4th, 2023",unknown,1700 MHz,up to 4.9 GHz,100 MHz,17.0x,No,15 W,Raptor Lake-U,Core i7,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 4, 8 Lanes",10,12,1,Iris Xe Graphics 80EU,80 KB (per core),1.25 MB (per core),12 MB (shared),6400 MT/s,,1300 MHz,,,P-Cores: 2,,,,,,96 KB (per core),4 MB (per module),,,3200 MT/s,,,,,,28 W,,,,12 W,15 W,55 W,5200 MT/s,"Gen 3, 12 Lanes",1.2 GHz,2.7 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
